,index_1,index_2,text_1,text_2,label_1,label_2
0,0,1,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","As hobbies, John likes reading, running, piloting Aerial drones, making ceramics, and aerobics in his free time.",1_2_3_4_8,1_2_3_4_8
1,0,2,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are reading, Drone flying, aerobics, making pottery, and jogging.",1_2_3_4_8,1_2_3_4_8
2,0,3,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are aerobics, reading, making ceramics, jogging, and piloting Aerial drones.",1_2_3_4_8,1_2_3_4_8
3,0,4,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","As hobbies, John likes jogging, jazzercise, making ceramics, reading, and Drone flying in his free time.",1_2_3_4_8,1_2_3_4_8
4,0,5,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are reading, jogging, jazzercise, making pottery, and Drone flying.",1_2_3_4_8,1_2_3_4_8
5,0,6,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","As hobbies, John likes running, reading, aerobics, Drone flying, and making ceramics in his free time.",1_2_3_4_8,1_2_3_4_8
6,0,7,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are running, aerobics, making ceramics, Drone flying, and reading.",1_2_3_4_8,1_2_3_4_8
7,0,8,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are running, making pottery, reading, piloting Aerial drones, and jazzercise.",1_2_3_4_8,1_2_3_4_8
8,0,9,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","As hobbies, John likes jogging, making pottery, piloting Aerial drones, jazzercise, and reading in his free time.",1_2_3_4_8,1_2_3_4_8
9,0,10,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are jazzercise, running, reading, Drone flying, and making ceramics.",1_2_3_4_8,1_2_3_4_8
10,0,11,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","As hobbies, John likes jazzercise, piloting Aerial drones, making pottery, reading, and running in his free time.",1_2_3_4_8,1_2_3_4_8
11,0,12,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","As hobbies, John likes reading, making pottery, Drone flying, aerobics, and running in his free time.",1_2_3_4_8,1_2_3_4_8
12,0,13,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are piloting Aerial drones, reading, aerobics, jogging, and making ceramics.",1_2_3_4_8,1_2_3_4_8
13,0,14,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are aerobics, jogging, piloting Aerial drones, reading, and making pottery.",1_2_3_4_8,1_2_3_4_8
14,0,15,"John's free-time hobbies are Drone flying, reading, making ceramics, jogging, and jazzercise.","John's free-time hobbies are reading, Drone flying, running, aerobics, and making ceramics.",1_2_3_4_8,1_2_3_4_8
