,index_1,index_2,text_1,text_2,label_1,label_2
0,0,1,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are journaling, running, piloting Aerial drones, reading, water gardening, and potholing.",1_2_5_6_8_9,1_2_5_6_8_9
1,0,2,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","In his free time, John likes writing journals, jogging, caving, piloting Aerial drones, water gardening, and reading as hobbies.",1_2_5_6_8_9,1_2_5_6_8_9
2,0,3,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are piloting Aerial drones, writing journals, reading, potholing, running, and aquatic gardening.",1_2_5_6_8_9,1_2_5_6_8_9
3,0,4,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","As hobbies, John likes journal writings, reading, Drone flying, aquatic gardening, jogging, and caving in his free time.",1_2_5_6_8_9,1_2_5_6_8_9
4,0,5,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","In his free time, John likes Drone flying, spelunking, running, journaling, reading, and aquatic gardening as hobbies.",1_2_5_6_8_9,1_2_5_6_8_9
5,0,6,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are Drone flying, spelunking, reading, journal writings, running, and water gardening.",1_2_5_6_8_9,1_2_5_6_8_9
6,0,7,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","As hobbies, John likes jogging, caving, Drone flying, aquatic gardening, journal writings, and reading in his free time.",1_2_5_6_8_9,1_2_5_6_8_9
7,0,8,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","In his free time, John likes aquatic gardening, running, reading, journaling, spelunking, and piloting Aerial drones as hobbies.",1_2_5_6_8_9,1_2_5_6_8_9
8,0,9,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","In his free time, John likes journaling, jogging, aquatic gardening, Drone flying, potholing, and reading as hobbies.",1_2_5_6_8_9,1_2_5_6_8_9
9,0,10,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","As hobbies, John likes water gardening, reading, jogging, potholing, journaling, and piloting Aerial drones in his free time.",1_2_5_6_8_9,1_2_5_6_8_9
10,0,11,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are journal writings, running, aquatic gardening, reading, potholing, and Drone flying.",1_2_5_6_8_9,1_2_5_6_8_9
11,0,12,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","In his free time, John likes cycling, aerobics, caving, journaling, and making ceramics as hobbies.",1_2_5_6_8_9,3_4_6_7_9
12,0,13,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are potholing, writing journals, jazzercise, biking, and making ceramics.",1_2_5_6_8_9,3_4_6_7_9
13,0,14,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","As hobbies, John likes aerobics, potholing, making pottery, writing journals, and bicycling in his free time.",1_2_5_6_8_9,3_4_6_7_9
14,0,15,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","In his free time, John likes writing journals, jazzercise, making pottery, spelunking, and bicycling as hobbies.",1_2_5_6_8_9,3_4_6_7_9
15,0,16,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are jazzercise, cycling, potholing, journal writings, and making ceramics.",1_2_5_6_8_9,3_4_6_7_9
16,0,17,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","In his free time, John likes aerobics, writing journals, biking, making pottery, and spelunking as hobbies.",1_2_5_6_8_9,3_4_6_7_9
17,0,18,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are jazzercise, making pottery, journaling, spelunking, and biking.",1_2_5_6_8_9,3_4_6_7_9
18,0,19,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","As hobbies, John likes journaling, aerobics, bicycling, making ceramics, and potholing in his free time.",1_2_5_6_8_9,3_4_6_7_9
19,0,20,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are bicycling, jazzercise, journal writings, making pottery, and potholing.",1_2_5_6_8_9,3_4_6_7_9
20,0,21,"As hobbies, John likes journal writings, jogging, potholing, water gardening, reading, and piloting Aerial drones in his free time.","John's free-time hobbies are potholing, bicycling, making ceramics, journal writings, and aerobics.",1_2_5_6_8_9,3_4_6_7_9
