,index_1,index_2,text_1,text_2,label_1,label_2
0,0,1,"John's free-time hobbies are journaling, running, reading, and water gardening.","John's free-time hobbies are journaling, aquatic gardening, reading, and jogging.",1_5_8_9,1_5_8_9
1,0,2,"John's free-time hobbies are journaling, running, reading, and water gardening.","In his free time, John likes journal writings, reading, water gardening, and jogging as hobbies.",1_5_8_9,1_5_8_9
2,0,3,"John's free-time hobbies are journaling, running, reading, and water gardening.","John's free-time hobbies are jogging, water gardening, reading, and journal writings.",1_5_8_9,1_5_8_9
3,0,4,"John's free-time hobbies are journaling, running, reading, and water gardening.","John's free-time hobbies are running, water gardening, reading, and journal writings.",1_5_8_9,1_5_8_9
4,0,5,"John's free-time hobbies are journaling, running, reading, and water gardening.","In his free time, John likes aquatic gardening, writing journals, reading, and running as hobbies.",1_5_8_9,1_5_8_9
5,0,6,"John's free-time hobbies are journaling, running, reading, and water gardening.","As hobbies, John likes reading, aquatic gardening, journaling, and running in his free time.",1_5_8_9,1_5_8_9
6,0,7,"John's free-time hobbies are journaling, running, reading, and water gardening.","John's free-time hobbies are journaling, reading, running, and aquatic gardening.",1_5_8_9,1_5_8_9
7,0,8,"John's free-time hobbies are journaling, running, reading, and water gardening.","In his free time, John likes running, water gardening, writing journals, and reading as hobbies.",1_5_8_9,1_5_8_9
8,0,9,"John's free-time hobbies are journaling, running, reading, and water gardening.","John's free-time hobbies are water gardening, journaling, jogging, and reading.",1_5_8_9,1_5_8_9
9,0,10,"John's free-time hobbies are journaling, running, reading, and water gardening.","As hobbies, John likes aquatic gardening, jogging, journal writings, and reading in his free time.",1_5_8_9,1_5_8_9
10,0,11,"John's free-time hobbies are journaling, running, reading, and water gardening.","John's free-time hobbies are aquatic gardening, reading, journal writings, and jogging.",1_5_8_9,1_5_8_9
11,0,12,"John's free-time hobbies are journaling, running, reading, and water gardening.","As hobbies, John likes jogging, aquatic gardening, reading, and journal writings in his free time.",1_5_8_9,1_5_8_9
12,0,13,"John's free-time hobbies are journaling, running, reading, and water gardening.","As hobbies, John likes water gardening, jogging, journaling, and reading in his free time.",1_5_8_9,1_5_8_9
13,0,14,"John's free-time hobbies are journaling, running, reading, and water gardening.","As hobbies, John likes jogging, water gardening, journaling, and reading in his free time.",1_5_8_9,1_5_8_9
14,0,15,"John's free-time hobbies are journaling, running, reading, and water gardening.","In his free time, John likes journal writings, aerobics, rowing, cycling, reading, and aquatic gardening as hobbies.",1_5_8_9,3_5_7_8_9_10
15,0,16,"John's free-time hobbies are journaling, running, reading, and water gardening.","John's free-time hobbies are aerobics, reading, biking, journaling, sculling, and water gardening.",1_5_8_9,3_5_7_8_9_10
16,0,17,"John's free-time hobbies are journaling, running, reading, and water gardening.","In his free time, John likes sculling, journaling, reading, bicycling, jazzercise, and water gardening as hobbies.",1_5_8_9,3_5_7_8_9_10
