,index_1,index_2,text_1,text_2,label_1,label_2
0,0,1,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","John's free-time hobbies are bicycling, journaling, sculling, jogging, reading, and aerobics.",1_3_7_8_9_10,1_3_7_8_9_10
1,0,2,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","John's free-time hobbies are journal writings, jogging, reading, biking, sculling, and jazzercise.",1_3_7_8_9_10,1_3_7_8_9_10
2,0,3,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","In his free time, John likes writing journals, rowing, running, biking, reading, and aerobics as hobbies.",1_3_7_8_9_10,1_3_7_8_9_10
3,0,4,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","In his free time, John likes jogging, reading, journal writings, biking, sculling, and jazzercise as hobbies.",1_3_7_8_9_10,1_3_7_8_9_10
4,0,5,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","In his free time, John likes aerobics, rowing, journaling, running, bicycling, and reading as hobbies.",1_3_7_8_9_10,1_3_7_8_9_10
5,0,6,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","John's free-time hobbies are biking, sculling, running, jazzercise, reading, and journaling.",1_3_7_8_9_10,1_3_7_8_9_10
6,0,7,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","John's free-time hobbies are journaling, jogging, reading, cycling, sculling, and jazzercise.",1_3_7_8_9_10,1_3_7_8_9_10
7,0,8,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","As hobbies, John likes bicycling, reading, writing journals, aerobics, rowing, and jogging in his free time.",1_3_7_8_9_10,1_3_7_8_9_10
8,0,9,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","John's free-time hobbies are sculling, reading, biking, journaling, jazzercise, and jogging.",1_3_7_8_9_10,1_3_7_8_9_10
9,0,10,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","As hobbies, John likes jazzercise, bicycling, journaling, running, reading, and rowing in his free time.",1_3_7_8_9_10,1_3_7_8_9_10
10,0,11,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","John's free-time hobbies are running, aerobics, cycling, journaling, reading, and rowing.",1_3_7_8_9_10,1_3_7_8_9_10
11,0,12,"John's free-time hobbies are journal writings, aerobics, biking, reading, sculling, and jogging.","John's free-time hobbies are sculling, biking, running, journaling, aerobics, and reading.",1_3_7_8_9_10,1_3_7_8_9_10
