,index_1,index_2,text_1,text_2,label_1,label_2
0,0,1,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes journaling, rowing, reading, jogging, and biking as hobbies.",1_7_8_9_10,1_7_8_9_10
1,0,2,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes running, journal writings, biking, rowing, and reading as hobbies.",1_7_8_9_10,1_7_8_9_10
2,0,3,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","John's free-time hobbies are sculling, biking, reading, jogging, and writing journals.",1_7_8_9_10,1_7_8_9_10
3,0,4,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes reading, journaling, running, rowing, and bicycling in his free time.",1_7_8_9_10,1_7_8_9_10
4,0,5,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","John's free-time hobbies are jogging, cycling, writing journals, rowing, and reading.",1_7_8_9_10,1_7_8_9_10
5,0,6,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes writing journals, bicycling, sculling, reading, and running as hobbies.",1_7_8_9_10,1_7_8_9_10
6,0,7,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes reading, sculling, journal writings, cycling, and jogging in his free time.",1_7_8_9_10,1_7_8_9_10
7,0,8,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes sculling, jogging, biking, reading, and writing journals as hobbies.",1_7_8_9_10,1_7_8_9_10
8,0,9,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes bicycling, reading, writing journals, rowing, and jogging in his free time.",1_7_8_9_10,1_7_8_9_10
9,0,10,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes running, reading, writing journals, rowing, and cycling in his free time.",1_7_8_9_10,1_7_8_9_10
10,0,11,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","John's free-time hobbies are running, cycling, reading, rowing, and journaling.",1_7_8_9_10,1_7_8_9_10
11,0,12,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes reading, journaling, running, cycling, and rowing in his free time.",1_7_8_9_10,1_7_8_9_10
12,0,13,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes cycling, reading, writing journals, rowing, and running as hobbies.",1_7_8_9_10,1_7_8_9_10
13,0,14,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes rowing, running, reading, journal writings, and cycling in his free time.",1_7_8_9_10,1_7_8_9_10
14,0,15,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes bicycling, rowing, reading, journal writings, and jogging in his free time.",1_7_8_9_10,1_7_8_9_10
15,0,16,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes reading, bicycling, journaling, running, and rowing as hobbies.",1_7_8_9_10,1_7_8_9_10
16,0,17,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes biking, reading, journal writings, rowing, and jogging in his free time.",1_7_8_9_10,1_7_8_9_10
17,0,18,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","John's free-time hobbies are sculling, biking, reading, writing journals, and running.",1_7_8_9_10,1_7_8_9_10
18,0,19,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes rowing, running, cycling, journaling, and reading as hobbies.",1_7_8_9_10,1_7_8_9_10
19,0,20,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes journal writings, rowing, reading, running, and bicycling in his free time.",1_7_8_9_10,1_7_8_9_10
20,0,21,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","As hobbies, John likes writing journals, biking, running, rowing, and reading in his free time.",1_7_8_9_10,1_7_8_9_10
21,0,22,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes reading, running, journal writings, rowing, and biking as hobbies.",1_7_8_9_10,1_7_8_9_10
22,0,23,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes bicycling, running, reading, sculling, and writing journals as hobbies.",1_7_8_9_10,1_7_8_9_10
23,0,24,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","In his free time, John likes sculling, bicycling, journal writings, jogging, and reading as hobbies.",1_7_8_9_10,1_7_8_9_10
24,0,25,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","John's free-time hobbies are jogging, sculling, reading, cycling, and journaling.",1_7_8_9_10,1_7_8_9_10
25,0,26,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","John's free-time hobbies are running, reading, cycling, sculling, and journaling.",1_7_8_9_10,1_7_8_9_10
26,0,27,"John's free-time hobbies are journaling, reading, cycling, rowing, and jogging.","John's free-time hobbies are bicycling, running, reading, rowing, and writing journals.",1_7_8_9_10,1_7_8_9_10
