,index_1,index_2,text_1,text_2,label_1,label_2
0,0,1,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.",2_5_6_7_9_10,2_5_6_7_9_10
1,0,2,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes journaling, sculling, bicycling, aquatic gardening, spelunking, and Drone flying in his free time.",2_5_6_7_9_10,2_5_6_7_9_10
2,0,3,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes cycling, Drone flying, caving, sculling, journal writings, and water gardening in his free time.",2_5_6_7_9_10,2_5_6_7_9_10
3,0,4,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes cycling, aquatic gardening, rowing, journal writings, potholing, and Drone flying in his free time.",2_5_6_7_9_10,2_5_6_7_9_10
4,0,5,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","John's free-time hobbies are jogging, bicycling, journal writings, rowing, jazzercise, and reading.",2_5_6_7_9_10,1_3_7_8_9_10
5,0,6,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes journaling, rowing, biking, reading, running, and aerobics in his free time.",2_5_6_7_9_10,1_3_7_8_9_10
6,0,7,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes sculling, running, reading, journaling, biking, and aerobics in his free time.",2_5_6_7_9_10,1_3_7_8_9_10
7,0,8,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes jazzercise, journal writings, jogging, bicycling, reading, and rowing in his free time.",2_5_6_7_9_10,1_3_7_8_9_10
8,0,9,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes aerobics, writing journals, sculling, reading, cycling, and jogging as hobbies.",2_5_6_7_9_10,1_3_7_8_9_10
9,0,10,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes writing journals, cycling, rowing, reading, jazzercise, and running as hobbies.",2_5_6_7_9_10,1_3_7_8_9_10
10,0,11,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","John's free-time hobbies are jazzercise, running, journaling, reading, biking, and sculling.",2_5_6_7_9_10,1_3_7_8_9_10
11,0,12,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes journal writings, sculling, jazzercise, jogging, biking, and reading as hobbies.",2_5_6_7_9_10,1_3_7_8_9_10
12,0,13,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","John's free-time hobbies are rowing, aerobics, biking, writing journals, reading, and running.",2_5_6_7_9_10,1_3_7_8_9_10
13,0,14,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","John's free-time hobbies are sculling, bicycling, aerobics, jogging, journal writings, and reading.",2_5_6_7_9_10,1_3_7_8_9_10
14,0,15,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes jogging, sculling, reading, writing journals, bicycling, and jazzercise as hobbies.",2_5_6_7_9_10,1_3_7_8_9_10
15,0,16,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes reading, Drone flying, writing journals, caving, and biking in his free time.",2_5_6_7_9_10,2_6_7_8_9
16,0,17,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes journal writings, caving, Drone flying, reading, and cycling as hobbies.",2_5_6_7_9_10,2_6_7_8_9
17,0,18,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes piloting Aerial drones, cycling, potholing, journaling, and reading in his free time.",2_5_6_7_9_10,2_6_7_8_9
18,0,19,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","John's free-time hobbies are piloting Aerial drones, bicycling, writing journals, caving, and reading.",2_5_6_7_9_10,2_6_7_8_9
19,0,20,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes reading, writing journals, caving, piloting Aerial drones, and bicycling as hobbies.",2_5_6_7_9_10,2_6_7_8_9
20,0,21,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes spelunking, journaling, reading, Drone flying, and bicycling as hobbies.",2_5_6_7_9_10,2_6_7_8_9
21,0,22,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes piloting Aerial drones, journal writings, potholing, reading, and biking in his free time.",2_5_6_7_9_10,2_6_7_8_9
22,0,23,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","John's free-time hobbies are reading, Drone flying, caving, bicycling, and journaling.",2_5_6_7_9_10,2_6_7_8_9
23,0,24,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes biking, journal writings, potholing, reading, and Drone flying in his free time.",2_5_6_7_9_10,2_6_7_8_9
24,0,25,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes Drone flying, reading, cycling, writing journals, and spelunking as hobbies.",2_5_6_7_9_10,2_6_7_8_9
25,0,26,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","As hobbies, John likes Drone flying, journal writings, cycling, caving, and reading in his free time.",2_5_6_7_9_10,2_6_7_8_9
26,0,27,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes reading, spelunking, Drone flying, journal writings, and biking as hobbies.",2_5_6_7_9_10,2_6_7_8_9
27,0,28,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","John's free-time hobbies are potholing, piloting Aerial drones, reading, journal writings, and cycling.",2_5_6_7_9_10,2_6_7_8_9
28,0,29,"In his free time, John likes potholing, piloting Aerial drones, sculling, water gardening, writing journals, and cycling as hobbies.","In his free time, John likes journal writings, spelunking, reading, piloting Aerial drones, and bicycling as hobbies.",2_5_6_7_9_10,2_6_7_8_9
29,1,2,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","As hobbies, John likes journaling, sculling, bicycling, aquatic gardening, spelunking, and Drone flying in his free time.",2_5_6_7_9_10,2_5_6_7_9_10
30,1,3,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","As hobbies, John likes cycling, Drone flying, caving, sculling, journal writings, and water gardening in his free time.",2_5_6_7_9_10,2_5_6_7_9_10
31,1,4,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","As hobbies, John likes cycling, aquatic gardening, rowing, journal writings, potholing, and Drone flying in his free time.",2_5_6_7_9_10,2_5_6_7_9_10
32,1,5,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","John's free-time hobbies are jogging, bicycling, journal writings, rowing, jazzercise, and reading.",2_5_6_7_9_10,1_3_7_8_9_10
33,1,6,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","As hobbies, John likes journaling, rowing, biking, reading, running, and aerobics in his free time.",2_5_6_7_9_10,1_3_7_8_9_10
34,1,7,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","As hobbies, John likes sculling, running, reading, journaling, biking, and aerobics in his free time.",2_5_6_7_9_10,1_3_7_8_9_10
35,1,8,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","As hobbies, John likes jazzercise, journal writings, jogging, bicycling, reading, and rowing in his free time.",2_5_6_7_9_10,1_3_7_8_9_10
36,1,9,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","In his free time, John likes aerobics, writing journals, sculling, reading, cycling, and jogging as hobbies.",2_5_6_7_9_10,1_3_7_8_9_10
37,1,10,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","In his free time, John likes writing journals, cycling, rowing, reading, jazzercise, and running as hobbies.",2_5_6_7_9_10,1_3_7_8_9_10
38,1,11,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","John's free-time hobbies are jazzercise, running, journaling, reading, biking, and sculling.",2_5_6_7_9_10,1_3_7_8_9_10
39,1,12,"John's free-time hobbies are sculling, journaling, caving, Drone flying, water gardening, and biking.","In his free time, John likes journal writings, sculling, jazzercise, jogging, biking, and reading as hobbies.",2_5_6_7_9_10,1_3_7_8_9_10
