,index_1,index_2,text_1,text_2,label_1,label_2
0,0,1,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","As hobbies, John likes running, reading, sculling, and caving in his free time.",1_6_8_10,1_6_8_10
1,0,2,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","In his free time, John likes reading, running, spelunking, and sculling as hobbies.",1_6_8_10,1_6_8_10
2,0,3,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","In his free time, John likes potholing, reading, running, and rowing as hobbies.",1_6_8_10,1_6_8_10
3,0,4,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","As hobbies, John likes sculling, jogging, reading, and caving in his free time.",1_6_8_10,1_6_8_10
4,0,5,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","In his free time, John likes potholing, rowing, reading, and running as hobbies.",1_6_8_10,1_6_8_10
5,0,6,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","In his free time, John likes spelunking, rowing, reading, and running as hobbies.",1_6_8_10,1_6_8_10
6,0,7,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","John's free-time hobbies are sculling, spelunking, reading, and running.",1_6_8_10,1_6_8_10
7,0,8,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","As hobbies, John likes rowing, reading, jogging, and spelunking in his free time.",1_6_8_10,1_6_8_10
8,0,9,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","In his free time, John likes spelunking, running, sculling, and reading as hobbies.",1_6_8_10,1_6_8_10
9,0,10,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","As hobbies, John likes rowing, spelunking, reading, and running in his free time.",1_6_8_10,1_6_8_10
10,0,11,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","As hobbies, John likes spelunking, reading, jogging, and rowing in his free time.",1_6_8_10,1_6_8_10
11,0,12,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","In his free time, John likes jogging, reading, sculling, and spelunking as hobbies.",1_6_8_10,1_6_8_10
12,0,13,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","John's free-time hobbies are reading, potholing, sculling, and jogging.",1_6_8_10,1_6_8_10
13,0,14,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","As hobbies, John likes aquatic gardening, cycling, aerobics, piloting Aerial drones, writing journals, and reading in his free time.",1_6_8_10,2_3_5_7_8_9
14,0,15,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","As hobbies, John likes aquatic gardening, aerobics, reading, journaling, biking, and Drone flying in his free time.",1_6_8_10,2_3_5_7_8_9
15,0,16,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","In his free time, John likes aquatic gardening, biking, journal writings, jazzercise, reading, and piloting Aerial drones as hobbies.",1_6_8_10,2_3_5_7_8_9
16,0,17,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","John's free-time hobbies are jazzercise, water gardening, reading, piloting Aerial drones, journal writings, and biking.",1_6_8_10,2_3_5_7_8_9
17,0,18,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","John's free-time hobbies are reading, journaling, Drone flying, water gardening, jazzercise, and biking.",1_6_8_10,2_3_5_7_8_9
18,0,19,"As hobbies, John likes sculling, jogging, spelunking, and reading in his free time.","John's free-time hobbies are aerobics, aquatic gardening, reading, journaling, Drone flying, and biking.",1_6_8_10,2_3_5_7_8_9
