,index_1,index_2,text_1,text_2,label_1,label_2,phi_identification,A21_identification,Cohere_identification,Ministral_identification,Llama_identification,gpt_identification
0,0,1,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","In his free time, John likes Drone flying, sculling, cycling, reading, aquatic gardening, and jazzercise as hobbies.",2_3_5_7_8_10,2_3_5_7_8_10,TRUE,True,True,True,False,True
1,0,2,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","As hobbies, John likes aquatic gardening, aerobics, bicycling, reading, Drone flying, and sculling in his free time.",2_3_5_7_8_10,2_3_5_7_8_10,FALSE,True,False,False,False,False
2,0,3,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","In his free time, John likes rowing, piloting Aerial drones, reading, water gardening, aerobics, and bicycling as hobbies.",2_3_5_7_8_10,2_3_5_7_8_10,TRUE,True,True,False,False,True
3,0,4,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","John's free-time hobbies are jazzercise, piloting Aerial drones, bicycling, aquatic gardening, sculling, and reading.",2_3_5_7_8_10,2_3_5_7_8_10,TRUE,True,True,True,False,True
4,0,5,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","In his free time, John likes Drone flying, reading, aerobics, biking, sculling, and water gardening as hobbies.",2_3_5_7_8_10,2_3_5_7_8_10,FALSE,True,True,True,False,True
5,0,6,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","John's free-time hobbies are Drone flying, reading, biking, sculling, aquatic gardening, and aerobics.",2_3_5_7_8_10,2_3_5_7_8_10,FALSE,True,True,True,False,True
6,0,7,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","As hobbies, John likes aquatic gardening, reading, rowing, Drone flying, aerobics, and cycling in his free time.",2_3_5_7_8_10,2_3_5_7_8_10,FALSE,True,False,True,False,False
7,0,8,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","As hobbies, John likes sculling, biking, reading, piloting Aerial drones, jazzercise, and aquatic gardening in his free time.",2_3_5_7_8_10,2_3_5_7_8_10,TRUE,True,True,True,False,True
8,0,9,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","As hobbies, John likes Drone flying, biking, jazzercise, water gardening, reading, and rowing in his free time.",2_3_5_7_8_10,2_3_5_7_8_10,TRUE,True,True,True,False,True
9,0,10,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","John's free-time hobbies are jazzercise, biking, sculling, reading, Drone flying, and water gardening.",2_3_5_7_8_10,2_3_5_7_8_10,TRUE,True,False,True,False,True
10,0,11,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","In his free time, John likes aerobics, sculling, biking, water gardening, reading, and Drone flying as hobbies.",2_3_5_7_8_10,2_3_5_7_8_10,FALSE,True,True,True,False,True
11,0,12,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","John's free-time hobbies are bicycling, aerobics, aquatic gardening, reading, Drone flying, and rowing.",2_3_5_7_8_10,2_3_5_7_8_10,TRUE,True,True,True,False,True
12,0,13,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","As hobbies, John likes reading, biking, Drone flying, water gardening, sculling, and aerobics in his free time.",2_3_5_7_8_10,2_3_5_7_8_10,FALSE,True,True,False,False,False
13,0,14,"As hobbies, John likes jazzercise, biking, aquatic gardening, rowing, piloting Aerial drones, and reading in his free time.","John's free-time hobbies are rowing, reading, Drone flying, water gardening, jazzercise, and biking.",2_3_5_7_8_10,2_3_5_7_8_10,TRUE,True,True,True,True,True
