,index_1,index_2,text_1,text_2,label_1,label_2,phi_identification,A21_identification,Cohere_identification,Ministral_identification,gpt_identification,Llama_identification
0,0,1,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","This happened on the day December 3rd in history: 
 Pope John X crowns Berengar I of Italy as Holy Roman Emperor
Singapore adopts it current flag six months after it self-govern within the British Empire.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.",1_7_8_9_10,1_7_8_9_10,False,True,True,True,True,True
1,0,2,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","This happened on the day December 3rd in history: 
 President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.",1_7_8_9_10,1_7_8_9_10,False,False,True,True,True,True
2,0,3,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
Following more than a month of Turkish–Armenian War, the Turkish-dictated Treaty of Alexandropol is concluded.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
Berengar I of Italy was crowned Emperor by Pope John X.",1_7_8_9_10,1_7_8_9_10,False,True,True,True,True,True
3,0,4,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","Throughout history the following happened on the day 12/3:
 1.The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
 2.Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
 3.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.
 4.Berengar I of Italy was crowned Emperor by Pope John X.
 5.The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.",1_7_8_9_10,1_7_8_9_10,False,False,True,True,True,True
4,0,5,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","This happened on the day December 3rd in history: 
 President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
Berengar I of Italy was crowned Emperor by Pope John X.",1_7_8_9_10,1_7_8_9_10,False,True,True,True,True,True
5,0,6,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","Throughout history the following happened on the day 12/3:
 1.Following more than a month of Turkish–Armenian War, the Turkish-dictated Treaty of Alexandropol is concluded.
 2.Singapore adopts it current flag six months after it self-govern within the British Empire.
 3.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 4.Pope John X crowns Berengar I of Italy as Holy Roman Emperor
 5.President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.",1_7_8_9_10,1_7_8_9_10,False,False,True,True,True,True
6,0,7,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","Throughout history the following happened on the day 12/3:
 1.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.
 2.Pope John X crowns Berengar I of Italy as Holy Roman Emperor
 3.Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
 4.Following more than a month of Turkish–Armenian War, the Turkish-dictated Treaty of Alexandropol is concluded.
 5.The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.",1_7_8_9_10,1_7_8_9_10,False,False,True,True,True,True
7,0,8,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","This happened on the day December 3rd in history: 
 Pope John X crowns Berengar I of Italy as Holy Roman Emperor
The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.",1_7_8_9_10,1_7_8_9_10,False,True,True,True,True,True
8,0,9,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","This happened on the day December 3rd in history: 
 The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
Singapore adopts it current flag six months after it self-govern within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
Berengar I of Italy was crowned Emperor by Pope John X.",1_7_8_9_10,1_7_8_9_10,False,True,True,True,True,True
9,0,10,"This happened on the day December 3rd in history: 
 The current flag of Singapore is adopted, six months after Singapore became self-governing within the British Empire.
President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Pope John X crowns Berengar I of Italy as Holy Roman Emperor","Throughout history the following happened on the day 12/3:
 1.President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
 2.Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
 3.The Turkish-dictated Treaty of Alexandropol concluded after a month of Turkish–Armenian War.
 4.Singapore adopts it current flag six months after it self-govern within the British Empire.
 5.Berengar I of Italy was crowned Emperor by Pope John X.",1_7_8_9_10,1_7_8_9_10,False,False,True,True,True,False
