,index_1,index_2,text_1,text_2,label_1,label_2,phi_identification,A21_identification,Cohere_identification,Ministral_identification,Llama_identification,gpt_identification
0,0,1,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.",2_4_7_8_9_10,2_4_7_8_9_10,TRUE,True,True,True,True,True
1,0,2,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","As hobbies, John likes sculling, cycling, making ceramics, piloting Aerial drones, journaling, and reading in his free time.",2_4_7_8_9_10,2_4_7_8_9_10,TRUE,True,True,True,False,True
2,0,3,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","As hobbies, John likes sculling, making pottery, biking, writing journals, reading, and Drone flying in his free time.",2_4_7_8_9_10,2_4_7_8_9_10,TRUE,True,True,True,False,True
3,0,4,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are piloting Aerial drones, journal writings, rowing, reading, making ceramics, and cycling.",2_4_7_8_9_10,2_4_7_8_9_10,TRUE,True,True,True,False,True
4,0,5,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","As hobbies, John likes sculling, Drone flying, journaling, reading, cycling, and making ceramics in his free time.",2_4_7_8_9_10,2_4_7_8_9_10,TRUE,True,True,True,True,True
5,0,6,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are aquatic gardening, caving, piloting Aerial drones, and making ceramics.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
6,0,7,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are Drone flying, aquatic gardening, spelunking, and making pottery.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
7,0,8,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes making ceramics, spelunking, piloting Aerial drones, and water gardening as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
8,0,9,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are water gardening, spelunking, piloting Aerial drones, and making pottery.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,False,False,False
9,0,10,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes Drone flying, spelunking, making ceramics, and water gardening as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
10,0,11,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are aquatic gardening, caving, Drone flying, and making pottery.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
11,0,12,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes piloting Aerial drones, making pottery, caving, and aquatic gardening as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
12,0,13,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","As hobbies, John likes making pottery, Drone flying, spelunking, and water gardening in his free time.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
13,0,14,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes caving, piloting Aerial drones, water gardening, and making ceramics as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
14,0,15,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes making pottery, piloting Aerial drones, water gardening, and caving as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
15,0,16,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are aquatic gardening, potholing, Drone flying, and making pottery.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
16,0,17,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are caving, reading, jogging, sculling, making ceramics, and water gardening.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,True,False,True,False,False
17,0,18,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are running, reading, aquatic gardening, rowing, potholing, and making ceramics.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
18,0,19,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes making ceramics, running, rowing, spelunking, aquatic gardening, and reading as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
19,0,20,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes sculling, making ceramics, reading, water gardening, potholing, and running as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
20,0,21,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes sculling, running, making pottery, spelunking, aquatic gardening, and reading as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
21,0,22,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes sculling, making pottery, running, spelunking, reading, and aquatic gardening as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
22,0,23,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes rowing, reading, spelunking, aquatic gardening, jogging, and making pottery as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
23,0,24,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are making pottery, reading, jogging, potholing, sculling, and water gardening.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
24,0,25,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes reading, rowing, water gardening, jogging, making pottery, and spelunking as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
25,0,26,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","In his free time, John likes caving, running, reading, making pottery, aquatic gardening, and rowing as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
26,0,27,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are rowing, water gardening, caving, making ceramics, reading, and jogging.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
27,0,28,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are water gardening, making ceramics, jogging, reading, caving, and rowing.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
28,0,29,"In his free time, John likes Drone flying, making ceramics, sculling, reading, bicycling, and journaling as hobbies.","John's free-time hobbies are rowing, reading, spelunking, making ceramics, aquatic gardening, and jogging.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
29,1,2,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","As hobbies, John likes sculling, cycling, making ceramics, piloting Aerial drones, journaling, and reading in his free time.",2_4_7_8_9_10,2_4_7_8_9_10,TRUE,True,True,True,False,True
30,1,3,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","As hobbies, John likes sculling, making pottery, biking, writing journals, reading, and Drone flying in his free time.",2_4_7_8_9_10,2_4_7_8_9_10,TRUE,True,False,True,False,True
31,1,4,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are piloting Aerial drones, journal writings, rowing, reading, making ceramics, and cycling.",2_4_7_8_9_10,2_4_7_8_9_10,FALSE,True,True,True,False,True
32,1,5,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","As hobbies, John likes sculling, Drone flying, journaling, reading, cycling, and making ceramics in his free time.",2_4_7_8_9_10,2_4_7_8_9_10,TRUE,True,False,True,False,True
33,1,6,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are aquatic gardening, caving, piloting Aerial drones, and making ceramics.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
34,1,7,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are Drone flying, aquatic gardening, spelunking, and making pottery.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
35,1,8,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes making ceramics, spelunking, piloting Aerial drones, and water gardening as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
36,1,9,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are water gardening, spelunking, piloting Aerial drones, and making pottery.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
37,1,10,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes Drone flying, spelunking, making ceramics, and water gardening as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
38,1,11,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are aquatic gardening, caving, Drone flying, and making pottery.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,False,False,False
39,1,12,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes piloting Aerial drones, making pottery, caving, and aquatic gardening as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
40,1,13,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","As hobbies, John likes making pottery, Drone flying, spelunking, and water gardening in his free time.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
41,1,14,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes caving, piloting Aerial drones, water gardening, and making ceramics as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,True,True,True,False,False
42,1,15,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes making pottery, piloting Aerial drones, water gardening, and caving as hobbies.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,True,False,False
43,1,16,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are aquatic gardening, potholing, Drone flying, and making pottery.",2_4_7_8_9_10,2_4_5_6,FALSE,False,False,False,False,False
44,1,17,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are caving, reading, jogging, sculling, making ceramics, and water gardening.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,True,False,True,False,False
45,1,18,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are running, reading, aquatic gardening, rowing, potholing, and making ceramics.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
46,1,19,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes making ceramics, running, rowing, spelunking, aquatic gardening, and reading as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
47,1,20,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes sculling, making ceramics, reading, water gardening, potholing, and running as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
48,1,21,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes sculling, running, making pottery, spelunking, aquatic gardening, and reading as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
49,1,22,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes sculling, making pottery, running, spelunking, reading, and aquatic gardening as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
50,1,23,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes rowing, reading, spelunking, aquatic gardening, jogging, and making pottery as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
51,1,24,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","John's free-time hobbies are making pottery, reading, jogging, potholing, sculling, and water gardening.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
52,1,25,"As hobbies, John likes reading, journaling, biking, sculling, piloting Aerial drones, and making ceramics in his free time.","In his free time, John likes reading, rowing, water gardening, jogging, making pottery, and spelunking as hobbies.",2_4_7_8_9_10,1_4_5_6_8_10,FALSE,False,False,True,False,False
